student_id,first_name,last_name,email,phone,date_of_birth,gender,nationality,home_country,home_city,native_language,current_gpa,previous_education_level,field_of_study,institution_type,standardized_test_score,academic_achievements,research_experience,family_income_bracket,financial_aid_needed,tuition_budget,living_expense_budget,has_scholarship,financial_support_source,intended_career_field,career_importance_score,job_market_priority,entrepreneurship_interest,research_interest,industry_preference,preferred_destinations,language_barrier_concern,cultural_adaptation_confidence,visa_processing_importance,post_study_work_priority,permanent_residence_interest,family_influence_score,peer_influence_score,consultant_influence_score,university_ranking_importance,cost_sensitivity_score,safety_importance_score,risk_tolerance_score,decision_making_style,information_seeking_behavior,technology_comfort_level,social_network_size,adaptability_score,applications_submitted,acceptances_received,final_destination_country,final_university_tier,application_success_rate,decision_satisfaction_score,consultation_sessions,information_search_hours,application_preparation_time,decision_timeline_days,stress_level_score,confidence_level_score
56,David,Hernandez,stephaniehoffman@example.org,001-478-428-0584x7622,2000-01-23,Female,Indonesia,Indonesia,Anthonyburgh,Arabic,2.75,Master's,Chemistry,Public,330,3,True,"<$10,000",False,29735,17459,False,Employer Sponsorship,Finance,8,10,5,10,Academia,"Switzerland,Japan,UK,New Zealand",5,9,6,9,3,1,8,9,4,7,2,4,Flexible,Extensive Research,8,5,6,4,3,New Zealand,Tier 2 (Top 100),75.0,10,14,40,151,244,10,6
57,Shawn,Woods,morganallison@example.org,001-598-599-5125,2003-02-28,Female,Brazil,Brazil,Port Derrickmouth,Italian,3.36,Bachelor's,Economics,Public,312,6,True,"$50,000-$75,000",True,33174,12157,False,Scholarship,Energy,3,4,6,5,Finance,"Japan,France",4,7,8,3,9,10,5,7,7,8,2,2,Optimistic,Self-Directed,6,8,8,8,0,,,0.0,5,14,197,77,499,6,2
58,Keith,Campos,pfields@example.com,001-944-641-8055x5713,2004-11-08,Other,Egypt,Egypt,West Dominique,German,3.78,Bachelor's,Engineering,Public,337,6,True,"<$10,000",False,16067,12071,False,Family Savings,Real Estate,3,8,4,7,Technology,"USA,Netherlands,Australia,Canada",5,3,5,2,2,6,5,2,6,3,1,7,Flexible,Family-Guided,7,2,2,3,1,Canada,Tier 1 (Top 50),33.3,1,8,29,97,637,4,9
59,Anita,Potts,leachvincent@example.com,714.500.4169x70791,2002-06-29,Male,Vietnam,Vietnam,North Debra,Mandarin,3.82,Master's,Economics,Public,1596,7,False,"<$10,000",True,54997,13377,True,Educational Loan,Government,6,4,8,10,Technology,"Netherlands,New Zealand",8,4,2,2,9,3,2,10,7,6,7,6,Collaborative,Family-Guided,5,2,4,11,4,Netherlands,Tier 4 (Below 200),36.4,5,13,186,43,704,5,4
60,Jennifer,Kline,teresanelson@example.org,358-677-2188x9324,2001-11-26,Male,Mexico,Mexico,Cassandraport,Russian,2.7,Diploma,International Relations,Public,316,3,True,"$75,000-$100,000",True,64986,23434,False,Family Savings,Media,2,1,8,10,Academia,USA,5,4,1,1,1,7,9,5,9,7,7,7,Intuitive,Peer-Influenced,5,2,5,4,4,USA,Tier 3 (Top 200),100.0,7,15,62,109,579,6,7
61,Anita,Black,marcus58@example.net,(936)419-7168x80364,1997-05-09,Female,Nepal,Nepal,Markberg,English,2.68,Bachelor's,Data Science,Public,324,0,False,"$50,000-$75,000",False,49275,24948,False,Government Funding,Media,5,3,3,3,Technology,"Canada,Germany,UK",1,6,7,5,9,9,2,5,10,2,8,8,Cautious,Extensive Research,8,10,3,8,2,UK,Tier 1 (Top 50),25.0,1,5,36,323,720,2,4
62,Cameron,Lane,hnewton@example.org,(771)952-3095,1996-08-02,Other,Iran,Iran,South Adrian,English,2.84,High School,Physics,Public,1568,8,False,"<$10,000",False,22825,24450,True,Scholarship,Manufacturing,1,3,1,7,Finance,"Switzerland,USA",7,2,8,5,2,5,6,2,9,8,1,6,Decisive,Self-Directed,10,5,10,6,3,Switzerland,Tier 1 (Top 50),50.0,7,6,161,282,230,9,4
63,Adam,Campbell,daguilar@example.com,(931)826-5772,1998-11-28,Male,Ethiopia,Ethiopia,West Michaelberg,Bengali,3.13,High School,Business Administration,Private,289,7,False,"<$10,000",True,73804,21535,False,Family Savings,Energy,6,8,9,6,Healthcare,New Zealand,2,9,3,7,8,2,10,10,1,7,3,4,Flexible,Self-Directed,6,7,6,8,7,New Zealand,Tier 2 (Top 100),87.5,2,5,69,68,237,3,10
64,Kathryn,Rivera,imoore@example.org,819-681-4486,2000-04-29,Female,Kenya,Kenya,Port Allenchester,English,3.78,High School,Electrical Engineering,Public,1551,3,False,"<$10,000",True,69783,18741,True,Family Savings,Finance,2,4,6,2,Technology,"Netherlands,Switzerland,USA",5,5,3,1,8,7,8,9,9,4,2,8,Intuitive,Peer-Influenced,2,1,1,6,1,USA,Tier 3 (Top 200),16.7,2,4,112,220,675,2,10
65,Richard,Evans,rhonda05@example.com,001-299-547-6852x665,2005-02-23,Male,Egypt,Egypt,Kimberlyhaven,Swahili,3.15,Bachelor's,Law,International,311,5,False,">$100,000",False,26325,19598,False,Educational Loan,Engineering,3,5,1,6,Academia,"Sweden,Canada,USA",10,10,10,4,4,5,8,7,9,8,1,2,Flexible,Multiple-Source,3,7,4,11,3,USA,Tier 4 (Below 200),27.3,6,11,149,39,421,6,8
66,Amanda,Hughes,qirwin@example.net,439-678-0607,2003-01-24,Male,China,China,Fergusontown,German,3.71,Master's,Data Science,International,302,3,True,"<$10,000",True,58048,15902,False,Personal Savings,Research,9,1,3,6,Technology,"New Zealand,Netherlands",6,3,3,4,1,10,6,6,10,1,6,10,Collaborative,Family-Guided,8,9,5,5,3,New Zealand,Tier 4 (Below 200),60.0,1,1,33,58,268,10,4
67,Daniel,Howard,christinejoyce@example.org,(702)270-7972x782,1998-06-27,Male,Bangladesh,Bangladesh,South Elizabeth,Thai,3.66,High School,Business Administration,Public,335,5,True,"$25,000-$50,000",False,53405,11310,True,Scholarship,Consulting,5,6,6,3,Technology,"Canada,Netherlands",8,6,3,9,6,10,6,4,10,3,7,5,Flexible,Peer-Influenced,3,1,10,9,0,,,0.0,1,3,164,192,656,4,10
68,Charles,Roberts,alexandraramsey@example.org,001-824-731-6522x570,2007-01-21,Female,Kenya,Kenya,Lake Charleshaven,Bengali,2.81,High School,Medicine,International,302,6,True,">$100,000",True,18155,20646,True,Family Savings,Government,7,3,6,4,Healthcare,"Sweden,Netherlands,France,Switzerland",7,2,8,10,7,4,3,8,2,1,5,1,Cautious,Self-Directed,2,2,6,5,3,Switzerland,Tier 1 (Top 50),60.0,7,3,197,68,590,2,6
69,Andrea,Moreno,jchavez@example.com,2026805970,1999-03-01,Other,Philippines,Philippines,Gomezberg,Persian,2.9,Bachelor's,Engineering,Private,1321,4,True,"$50,000-$75,000",False,25065,9786,False,Employer Sponsorship,Consulting,1,7,1,3,Technology,Germany,10,8,4,2,2,1,4,3,5,2,8,2,Flexible,Multiple-Source,8,8,5,4,4,Germany,Tier 1 (Top 50),100.0,5,7,57,219,420,6,3
70,Jonathan,Davis,brandongreen@example.com,001-478-510-2671x7218,2002-03-22,Other,Philippines,Philippines,Port Ashleyfort,Italian,3.12,Bachelor's,Law,International,294,6,False,"$75,000-$100,000",False,78283,23559,False,Employer Sponsorship,Entrepreneurship,4,8,8,1,Academia,"UK,Netherlands,USA",9,10,9,10,10,10,3,2,8,3,3,4,Decisive,Peer-Influenced,1,7,2,9,3,USA,Tier 1 (Top 50),33.3,2,14,170,105,639,5,6
71,Jackie,Mcdaniel,aaronjones@example.net,9034604525,2000-10-11,Other,Pakistan,Pakistan,South Teresastad,Persian,3.12,Bachelor's,Medicine,Private,1501,4,False,"$75,000-$100,000",True,66494,17374,True,Educational Loan,Legal,9,6,8,4,Government,"Germany,Netherlands,Sweden,New Zealand",1,3,5,7,8,3,10,10,7,1,7,6,Decisive,Extensive Research,8,5,6,3,2,Netherlands,Tier 2 (Top 100),66.7,5,14,87,189,317,8,2
72,Katelyn,Andersen,davisrenee@example.net,001-611-849-0318x760,2001-07-18,Other,China,China,Bakerton,Bengali,3.27,Diploma,Economics,International,1359,3,True,"$75,000-$100,000",True,26386,14316,True,Personal Savings,Real Estate,4,1,4,5,Government,"USA,Sweden",1,6,4,5,9,6,8,9,7,2,1,4,Cautious,Minimal Research,10,8,3,10,8,USA,Tier 4 (Below 200),80.0,1,6,98,113,294,2,5
73,Thomas,Alvarado,nperkins@example.org,001-754-515-1645x5329,1996-07-30,Male,India,India,East Janet,Dutch,3.21,Bachelor's,Mathematics,Private,1288,10,False,"$25,000-$50,000",False,61710,17023,True,Personal Savings,Education,7,6,1,8,Finance,"Germany,Australia,Sweden,Japan",9,10,7,10,5,2,1,9,6,9,10,10,Flexible,Self-Directed,2,8,2,8,4,Australia,Tier 2 (Top 100),50.0,1,11,93,171,297,5,4
74,Jennifer,Hess,tyler33@example.org,6197986799,2001-05-06,Female,Turkey,Turkey,Christineside,Portuguese,3.61,Master's,Psychology,International,316,1,False,">$100,000",True,59978,23588,False,Government Funding,Real Estate,6,9,1,3,Healthcare,"Canada,Singapore,Switzerland",3,5,2,8,4,3,5,9,3,6,2,4,Cautious,Family-Guided,5,7,6,8,4,Switzerland,Tier 1 (Top 50),50.0,8,10,85,267,150,8,1
75,Lucas,Schmidt,khancharles@example.org,238.637.8961x2259,2000-11-08,Female,Egypt,Egypt,Williamton,Spanish,3.84,High School,Data Science,Private,289,8,False,"<$10,000",False,36799,13794,True,Family Savings,Consulting,1,1,1,5,Finance,"Germany,Australia,Canada,New Zealand",8,2,3,10,8,7,7,7,7,8,7,1,Analytical,Family-Guided,6,1,6,11,3,Canada,Tier 3 (Top 200),27.3,3,1,183,32,671,4,4
76,Malik,Johnson,jonesjose@example.net,(562)569-0954,1998-11-12,Other,Ghana,Ghana,Hernandezville,French,3.29,Master's,Psychology,Private,323,10,True,"$50,000-$75,000",False,64159,14174,False,Employer Sponsorship,Finance,7,1,10,3,Government,"Australia,Canada",4,1,10,9,2,3,2,6,1,7,5,9,Analytical,Extensive Research,2,1,1,4,3,Australia,Tier 2 (Top 100),75.0,1,8,107,93,590,5,8
77,Brandon,Trevino,cynthiawilliams@example.net,(660)242-1959x605,1997-09-24,Other,Pakistan,Pakistan,New Randall,Korean,2.92,Master's,Electrical Engineering,International,311,5,False,"$10,000-$25,000",False,69493,14608,True,Family Savings,Consulting,7,5,1,1,Healthcare,"USA,Switzerland",8,4,8,6,3,4,1,1,2,2,10,8,Collaborative,Consultant-Dependent,9,2,2,7,3,USA,Tier 1 (Top 50),42.9,5,8,85,165,505,1,2
78,Dana,Tanner,candice73@example.com,731.355.7275x817,2002-07-02,Female,South Korea,South Korea,Port Victoria,Swahili,3.93,Bachelor's,International Relations,International,1575,9,True,"$25,000-$50,000",True,22460,21132,False,Employer Sponsorship,Education,8,5,9,10,Technology,"Japan,Sweden,Netherlands,Canada",2,3,1,3,7,2,7,10,8,10,8,3,Optimistic,Technology-Assisted,10,1,3,10,7,Netherlands,Tier 1 (Top 50),70.0,9,2,115,255,77,2,5
79,Keith,Garcia,dgraves@example.com,7253606019,2004-06-16,Other,Indonesia,Indonesia,North Jonberg,Urdu,3.02,Master's,Pharmacy,International,304,0,True,"$75,000-$100,000",True,15763,13142,False,Employer Sponsorship,Non-profit,8,8,9,4,Government,"UK,Sweden",6,4,6,5,6,1,9,4,9,7,7,4,Intuitive,Minimal Research,8,10,8,4,3,Sweden,Tier 4 (Below 200),75.0,1,8,90,90,539,1,2
80,Zachary,Yu,andersonscott@example.net,9455609554,2007-06-12,Female,Ethiopia,Ethiopia,Walkerchester,Swahili,3.77,Diploma,International Relations,International,329,2,False,">$100,000",False,22472,11192,True,Employer Sponsorship,Media,4,1,1,9,Government,"France,Singapore,Germany",9,9,6,2,10,1,3,8,3,7,2,5,Decisive,Family-Guided,2,7,4,10,3,France,Tier 4 (Below 200),30.0,8,12,96,85,454,1,10
81,Raymond,Carter,qhamilton@example.org,254.946.0314x7761,1999-04-07,Female,Nepal,Nepal,Beckerfort,Swahili,3.54,Bachelor's,Law,International,1265,6,False,">$100,000",False,48037,20604,False,Mixed Sources,Education,10,4,1,9,Technology,"Netherlands,France,Germany",8,3,3,7,1,10,9,5,9,6,9,4,Decisive,Family-Guided,10,5,6,5,5,France,Tier 4 (Below 200),100.0,10,11,55,287,585,6,2
82,Kevin,Morales,philip81@example.net,3292615542,2004-09-18,Female,China,China,Lake Jennifermouth,Swahili,3.51,Master's,Chemistry,International,1584,9,True,">$100,000",False,24596,10032,True,Scholarship,Energy,5,4,8,3,Technology,France,8,2,10,9,3,4,9,7,4,9,5,1,Optimistic,Multiple-Source,7,6,9,3,0,,,0.0,3,12,74,133,665,8,4
83,Sandra,Diaz,kimberly43@example.net,001-996-693-8447,1998-11-29,Male,Pakistan,Pakistan,West Elizabeth,Portuguese,3.07,High School,Economics,International,315,8,False,"$10,000-$25,000",False,15369,18831,True,Family Savings,Government,3,1,6,8,Healthcare,"France,New Zealand",1,10,5,8,10,10,9,6,2,6,9,4,Collaborative,Consultant-Dependent,9,3,7,11,8,New Zealand,Tier 3 (Top 200),72.7,5,7,33,208,256,4,6
84,Jason,Edwards,hallashley@example.net,969.639.0467,2003-10-23,Other,China,China,West Yolandatown,Urdu,3.52,Bachelor's,Law,Public,338,9,True,"$25,000-$50,000",False,16619,24936,False,Government Funding,Legal,6,9,7,8,Government,"Sweden,USA,Germany,Australia",6,9,2,2,7,3,9,9,1,2,4,4,Optimistic,Consultant-Dependent,4,9,7,4,1,Sweden,Tier 2 (Top 100),25.0,5,1,127,199,68,2,2
85,Vanessa,Haynes,thomas48@example.com,395.716.6780x546,2007-02-09,Female,Turkey,Turkey,Jenniferborough,Portuguese,3.51,Bachelor's,Environmental Science,International,321,5,True,"<$10,000",True,38442,24476,False,Personal Savings,Healthcare,5,5,9,3,Healthcare,Germany,8,7,7,1,3,8,3,9,4,3,7,9,Flexible,Peer-Influenced,5,6,1,11,8,Germany,Tier 1 (Top 50),72.7,5,3,41,51,35,10,10
86,Melanie,Romero,michellecollins@example.org,(674)821-9983x0560,1998-02-14,Male,Kenya,Kenya,Montesport,Persian,2.79,Bachelor's,Pharmacy,Private,1490,5,False,"$50,000-$75,000",True,34048,10207,False,Employer Sponsorship,Research,2,4,2,3,Academia,"France,Japan,Canada,Australia",2,5,10,2,2,4,6,8,8,6,10,5,Collaborative,Technology-Assisted,6,7,3,3,2,Japan,Tier 3 (Top 200),66.7,8,4,66,358,476,5,6
87,Susan,Bennett,rubiolori@example.org,983-992-4138x26258,2005-01-23,Female,Philippines,Philippines,North Jacquelineview,Swahili,2.79,Bachelor's,Business Administration,International,320,2,False,"<$10,000",True,68257,21275,False,Family Savings,Media,10,4,4,8,Healthcare,Switzerland,5,9,9,8,2,3,6,7,4,10,5,3,Pragmatic,Consultant-Dependent,7,6,9,3,1,Switzerland,Tier 2 (Top 100),33.3,10,14,167,114,556,3,8
88,Shannon,Robinson,belindamcintyre@example.net,869-517-3343x3179,2002-03-12,Female,Ethiopia,Ethiopia,Taylorbury,Japanese,2.56,Diploma,Marketing,Public,1384,2,True,"$50,000-$75,000",True,17615,18619,True,Scholarship,Healthcare,9,5,10,2,Healthcare,"New Zealand,Switzerland,Japan",3,7,7,6,7,10,2,9,5,7,4,9,Optimistic,Technology-Assisted,6,8,8,12,0,,,0.0,5,9,45,255,199,4,2
89,Jenny,Wilson,alex09@example.org,759-593-0756x06678,2006-03-25,Female,Indonesia,Indonesia,Figueroachester,Vietnamese,3.51,Master's,Architecture,Private,317,2,False,"<$10,000",True,17827,12190,False,Employer Sponsorship,Entrepreneurship,10,3,10,2,Healthcare,"Singapore,Switzerland",1,10,3,1,7,3,5,3,9,7,10,10,Analytical,Self-Directed,2,4,8,12,7,Singapore,Tier 2 (Top 100),58.3,10,14,133,117,254,7,10
90,Christian,Meyer,erodriguez@example.net,965.616.5667x5465,2005-05-27,Female,Pakistan,Pakistan,Port Donnaburgh,Hindi,2.52,Diploma,Economics,Private,338,9,False,"$75,000-$100,000",True,26627,23593,False,Educational Loan,Real Estate,10,10,1,1,Academia,Switzerland,9,2,2,8,9,3,10,9,1,7,9,7,Cautious,Extensive Research,9,7,4,10,6,Switzerland,Tier 4 (Below 200),60.0,4,6,160,324,130,7,3
91,Calvin,Bryant,brownkaren@example.net,+1-545-978-0409x7987,1999-06-07,Male,India,India,South Kellyfurt,Dutch,3.06,Diploma,International Relations,International,1361,10,True,"<$10,000",True,42923,16311,True,Government Funding,Research,9,7,1,2,Healthcare,"New Zealand,Germany,Netherlands",4,7,9,9,8,8,3,6,9,9,8,5,Flexible,Technology-Assisted,7,3,2,6,3,Germany,Tier 3 (Top 200),50.0,9,13,189,112,132,4,9
92,William,Howard,williamskatherine@example.net,551.843.2886x823,2001-01-21,Other,Nigeria,Nigeria,Hernandezburgh,Swahili,2.6,Bachelor's,Law,Private,1240,5,False,"$50,000-$75,000",False,61635,9882,True,Employer Sponsorship,Media,3,8,4,8,Government,"USA,Australia,Switzerland,Germany",4,1,10,9,10,9,4,10,3,1,6,4,Analytical,Peer-Influenced,2,5,7,8,6,USA,Tier 3 (Top 200),75.0,9,7,160,132,560,1,2
93,Olivia,Marks,oliviamckinney@example.com,001-287-944-2756,2002-12-20,Male,Nepal,Nepal,Richardburgh,Swahili,3.11,High School,Psychology,Private,1237,2,True,"<$10,000",False,72416,16196,False,Personal Savings,Energy,8,7,4,4,Healthcare,"Australia,France,Sweden,New Zealand",10,1,8,2,5,5,2,7,4,4,6,7,Cautious,Extensive Research,5,4,5,4,3,Sweden,Tier 3 (Top 200),75.0,4,11,97,68,597,3,8
94,Lawrence,Henry,evelynbecker@example.org,947-511-9156x1943,2003-11-03,Male,Sri Lanka,Sri Lanka,Osbornemouth,English,3.75,Master's,Medicine,Public,302,10,True,"<$10,000",True,59290,24143,False,Employer Sponsorship,Entrepreneurship,1,9,2,6,Finance,Sweden,6,10,6,8,10,10,5,8,3,9,5,7,Decisive,Peer-Influenced,1,9,7,10,8,Sweden,Tier 4 (Below 200),80.0,6,1,138,207,433,3,8
95,David,Todd,floresnathan@example.org,442.710.3963x9106,2004-07-20,Female,Philippines,Philippines,Port Carlaville,Bengali,2.89,High School,International Relations,Public,1513,3,False,"$10,000-$25,000",False,42783,14898,False,Mixed Sources,Education,6,6,2,8,Finance,"Germany,Sweden,Canada,New Zealand",10,4,2,5,5,4,9,7,7,4,3,3,Pragmatic,Extensive Research,3,7,8,5,5,Germany,Tier 4 (Below 200),100.0,2,9,146,191,528,5,5
96,Juan,Reyes,owillis@example.net,(864)860-4923x6944,2002-06-28,Female,Philippines,Philippines,Millerchester,Dutch,3.34,Bachelor's,Architecture,International,302,6,False,"<$10,000",False,71843,14519,False,Mixed Sources,Entrepreneurship,10,9,6,10,Academia,"Germany,France",6,9,8,8,8,2,7,10,5,8,3,3,Cautious,Multiple-Source,10,10,7,4,0,,,0.0,3,3,97,146,351,6,5
97,Mark,Bryant,thompsonjessica@example.org,249.687.8423,2005-06-08,Female,Nepal,Nepal,Shawnfurt,Urdu,3.78,High School,Business Administration,Public,1320,9,False,"$10,000-$25,000",True,41020,11375,False,Employer Sponsorship,Healthcare,2,8,9,5,Finance,USA,7,9,2,2,8,5,10,3,2,7,5,4,Decisive,Self-Directed,8,3,3,11,2,USA,Tier 4 (Below 200),18.2,3,1,18,212,363,8,8
98,Bonnie,Mcclain,raymond08@example.com,754-280-4419x5136,2004-06-22,Other,Nigeria,Nigeria,West Robert,Russian,3.16,Master's,Chemistry,International,296,9,False,"<$10,000",True,49296,12466,False,Personal Savings,Consulting,5,8,9,5,Government,Japan,8,8,5,1,4,7,5,10,4,1,9,6,Decisive,Multiple-Source,9,7,7,6,1,Japan,Tier 1 (Top 50),16.7,7,12,198,360,429,7,4
99,Charles,Kim,andersonlisa@example.net,(954)948-3554x73180,2004-08-29,Male,Bangladesh,Bangladesh,Melanietown,Urdu,2.93,Diploma,Physics,Private,319,2,True,">$100,000",False,27306,18506,False,Mixed Sources,Technology,3,1,7,1,Technology,Canada,2,5,5,3,4,8,1,4,2,3,1,8,Decisive,Technology-Assisted,7,5,8,8,7,Canada,Tier 4 (Below 200),87.5,2,12,18,199,112,3,1
100,Tracey,Knight,kathryndickerson@example.org,(852)997-5811x2103,2000-05-22,Female,Ethiopia,Ethiopia,Alexandraville,Russian,3.61,Bachelor's,Nursing,Public,1435,7,True,">$100,000",True,45987,20750,False,Mixed Sources,Manufacturing,5,6,1,1,Finance,"Singapore,USA",9,9,2,5,3,8,5,4,6,1,4,2,Decisive,Multiple-Source,6,1,3,7,1,Singapore,Tier 3 (Top 200),14.3,2,7,72,34,73,10,8
101,Anthony,Stark,bradley17@example.com,+1-560-922-2093x735,1998-11-09,Other,Pakistan,Pakistan,Smithfurt,Italian,2.69,High School,Finance,International,1485,2,True,">$100,000",True,16399,20378,False,Mixed Sources,Consulting,3,5,10,4,Finance,Sweden,8,9,5,9,2,8,4,10,3,9,6,6,Pragmatic,Self-Directed,10,9,3,4,4,Sweden,Tier 1 (Top 50),100.0,9,3,125,181,299,9,6
102,Matthew,Holloway,mitchellpeters@example.org,356.484.4887x0323,1998-07-20,Other,Turkey,Turkey,Herreratown,Turkish,2.78,Master's,Electrical Engineering,Private,329,0,False,"$25,000-$50,000",False,41856,18552,True,Personal Savings,Healthcare,2,9,2,5,Technology,USA,3,3,1,4,4,2,8,4,2,1,10,7,Pragmatic,Self-Directed,1,6,4,12,1,USA,Tier 3 (Top 200),8.3,9,1,63,365,533,2,8
103,Stanley,Hughes,rogersnichole@example.com,410-868-1092,2005-11-23,Other,Pakistan,Pakistan,Lake Jorge,Japanese,3.59,Master's,Nursing,Private,292,7,False,">$100,000",True,52357,13862,False,Family Savings,Non-profit,9,7,1,5,Academia,Singapore,10,6,8,7,1,2,3,3,9,7,9,6,Collaborative,Minimal Research,6,6,9,8,5,Singapore,Tier 4 (Below 200),62.5,9,7,172,250,361,10,4
104,Brian,Carroll,timothytrevino@example.org,+1-295-992-6072,2005-05-17,Other,Brazil,Brazil,Albertfort,Mandarin,2.51,High School,Computer Science,Private,293,5,False,">$100,000",False,75234,24753,False,Mixed Sources,Non-profit,10,10,2,4,Academia,"UK,USA",8,6,3,3,1,5,6,10,4,4,5,5,Intuitive,Multiple-Source,10,4,2,8,7,UK,Tier 4 (Below 200),87.5,2,3,134,325,127,10,5
105,Mallory,Brandt,smithbreanna@example.org,+1-678-929-5155x860,1997-05-16,Other,Turkey,Turkey,East Kristin,Dutch,2.58,Master's,Psychology,International,300,8,True,"$75,000-$100,000",True,25039,9655,True,Family Savings,Manufacturing,7,8,5,7,Finance,Australia,7,5,7,3,10,3,6,2,8,10,1,9,Optimistic,Self-Directed,2,7,9,9,2,Australia,Tier 2 (Top 100),22.2,9,13,44,276,602,4,8
106,Alicia,Cole,anna45@example.net,650-971-7253,2006-05-14,Male,Iran,Iran,New Rachelfort,Japanese,3.14,High School,Electrical Engineering,International,300,7,True,">$100,000",True,65441,17988,True,Government Funding,Finance,6,10,10,9,Technology,"New Zealand,Canada,Sweden,USA",4,4,6,3,5,2,2,1,4,10,3,5,Analytical,Technology-Assisted,2,5,8,10,0,,,0.0,5,6,63,305,246,4,9
107,Chelsea,Gomez,jamie80@example.com,+1-467-461-4479x51621,2007-04-07,Male,Brazil,Brazil,Carmentown,English,2.8,Bachelor's,Finance,Private,297,10,False,">$100,000",True,19364,20735,False,Personal Savings,Manufacturing,5,6,5,4,Academia,USA,5,7,4,7,5,9,2,6,8,10,9,2,Collaborative,Family-Guided,9,8,9,3,0,,,0.0,2,4,145,186,371,8,7
108,Michael,Cross,jennifer03@example.net,356.527.1238x294,1997-03-26,Male,Kenya,Kenya,Gregoryport,Swahili,3.82,Bachelor's,Pharmacy,Public,332,5,True,"$25,000-$50,000",True,24942,19199,True,Educational Loan,Real Estate,7,3,6,3,Technology,Japan,7,9,10,4,6,7,4,10,3,7,5,10,Cautious,Minimal Research,9,3,4,5,4,Japan,Tier 4 (Below 200),80.0,3,9,185,133,171,5,9
109,James,Edwards,rrasmussen@example.net,(803)954-8090x32470,2000-08-08,Female,Brazil,Brazil,Port James,Portuguese,3.16,High School,Economics,Public,337,1,True,"$10,000-$25,000",True,23620,14053,False,Mixed Sources,Technology,10,10,10,8,Finance,"New Zealand,Japan,Singapore",4,10,4,4,8,1,6,2,8,3,9,10,Pragmatic,Technology-Assisted,3,7,8,10,2,Japan,Tier 4 (Below 200),20.0,4,3,59,145,63,7,1
110,Christina,Booker,reyesjennifer@example.com,4298408529,2000-10-03,Male,Turkey,Turkey,New Cynthia,Spanish,3.66,Diploma,Psychology,Public,332,9,True,"$50,000-$75,000",True,49121,11582,False,Government Funding,Government,8,1,6,8,Technology,"Switzerland,Japan",7,1,9,7,3,9,1,4,5,8,7,5,Flexible,Minimal Research,3,7,5,12,0,,,0.0,5,12,142,102,504,8,2
111,Kevin,Simon,lsmith@example.com,855.830.7280,1997-07-31,Female,Sri Lanka,Sri Lanka,Port Aprilview,Thai,3.82,Master's,Medicine,International,1365,0,False,"<$10,000",True,61283,22725,True,Educational Loan,Manufacturing,6,2,10,8,Government,"Japan,Switzerland,New Zealand,Canada",7,9,7,1,7,3,6,10,3,3,3,3,Analytical,Multiple-Source,5,5,8,7,2,Japan,Tier 4 (Below 200),28.6,8,2,43,133,33,10,5
112,Joanne,Cherry,colonstacy@example.com,+1-822-374-5527,2005-10-25,Female,Ghana,Ghana,Lake David,Urdu,3.4,High School,Electrical Engineering,Public,1480,4,False,">$100,000",True,18205,14056,True,Family Savings,Finance,1,6,5,6,Academia,Canada,1,10,10,5,7,6,2,1,2,7,3,3,Flexible,Peer-Influenced,8,10,6,3,0,,,0.0,4,13,86,195,407,7,2
113,Tara,Lewis,michael53@example.org,001-226-212-4177x7945,2004-04-22,Other,Sri Lanka,Sri Lanka,Juanstad,Japanese,3.42,Bachelor's,Marketing,Public,1573,4,False,">$100,000",False,42987,18370,False,Mixed Sources,Research,9,10,1,2,Finance,"Canada,New Zealand,Singapore",8,9,8,8,6,3,10,4,5,4,1,2,Analytical,Minimal Research,2,4,10,9,6,Singapore,Tier 2 (Top 100),66.7,5,1,95,209,603,4,1
114,Cathy,Rogers,clucas@example.org,486-755-5142,1998-05-07,Female,Ghana,Ghana,Heatherburgh,Italian,3.94,High School,Psychology,Public,292,9,True,">$100,000",False,75041,23548,False,Personal Savings,Media,1,3,6,1,Finance,"Canada,Singapore,Sweden,Switzerland",6,8,7,1,7,9,5,10,6,9,9,1,Decisive,Technology-Assisted,6,2,3,7,0,,,0.0,5,6,106,350,577,3,10
115,Joshua,Wilson,robertfleming@example.org,9936831572,2000-04-06,Male,Ethiopia,Ethiopia,Gregoryberg,Persian,3.06,Master's,Nursing,Public,299,1,False,"$25,000-$50,000",True,22355,20262,True,Employer Sponsorship,Media,1,4,5,4,Finance,Sweden,9,1,8,9,4,3,4,6,8,9,5,6,Collaborative,Consultant-Dependent,9,3,4,3,3,Sweden,Tier 1 (Top 50),100.0,6,7,192,297,148,1,5
116,Beverly,Shannon,jose56@example.com,302-335-4521x719,2002-07-17,Male,Kenya,Kenya,Greerton,Turkish,3.3,Bachelor's,Physics,Private,322,2,False,"$10,000-$25,000",True,32933,11750,False,Scholarship,Technology,10,9,6,4,Academia,Australia,9,6,9,6,2,5,3,5,10,4,3,2,Flexible,Technology-Assisted,9,8,1,5,0,,,0.0,1,8,182,55,138,7,1
